Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
FDS24;20,9;Regular;0.062350672;Baking Goods;869.514;OUT045;2002;;Tier 2;Supermarket Type1;14168224
NCL17;7,4;Low Fat;0.068163102;Health and Hygiene;1.404.812;OUT017;2007;;Tier 2;Supermarket Type1;24221804
FDS13;6465,0;Low Fat;0;Canned;2.631.884;OUT018;2009;Medium;Tier 3;Supermarket Type2;29148724
FDB59;18,3;Low Fat;0.015309885;Snack Foods;1.976.084;OUT045;2002;;Tier 2;Supermarket Type1;23809008
FDW26;;Regular;0.106538757;Dairy;2.223.772;OUT027;1985;Medium;Tier 3;Supermarket Type3;15566404
FDQ12;;Low Fat;0.061999648;Baking Goods;230.001;OUT019;1985;Small;Tier 1;Grocery Store;689103
FDX59;10195,0;Low Fat;0.051618281;Breads;319.558;OUT013;1987;High;Tier 3;Supermarket Type1;3735138
FDL36;15,1;Low Fat;0.076505799;Baking Goods;91.583;OUT017;2007;;Tier 2;Supermarket Type1;539298
FDQ55;13,7;Regular;0.013091186;Fruits and Vegetables;1.148.834;OUT018;2009;Medium;Tier 3;Supermarket Type2;16125676
FDV46;;Low Fat;0.022074764;Snack Foods;141.418;OUT019;1985;Small;Tier 1;Grocery Store;559272
FDM28;;Low Fat;0.079146113;Frozen Foods;181.466;OUT019;1985;Small;Tier 1;Grocery Store;179766
FDT40;5985,0;Low Fat;0.096337184;Frozen Foods;1.252.678;OUT017;2007;;Tier 2;Supermarket Type1;7630068
DRJ11;9,5;Low Fat;0.142425145;Hard Drinks;1.899.872;OUT010;1998;;Tier 3;Grocery Store;7563488
FDD51;11,2;Low Fat;0;Dairy;447.744;OUT045;2002;;Tier 2;Supermarket Type1;1810976
NCT17;;Low Fat;0.041663111;Health and Hygiene;1.886.214;OUT027;1985;Medium;Tier 3;Supermarket Type3;60294848
NCW17;18,0;Low Fat;0.019386234;Health and Hygiene;1.268.994;OUT046;1997;Small;Tier 1;Supermarket Type1;30839856
NCY29;;Low Fat;0.135226962;Health and Hygiene;56.293;OUT019;1985;Small;Tier 1;Grocery Store;113186
DRH36;16,2;Low Fat;0;Soft Drinks;734.696;OUT013;1987;High;Tier 3;Supermarket Type1;20879488
FDB17;13,2;Low Fat;0.036729122;Frozen Foods;1.797.976;OUT049;1999;Medium;Tier 1;Supermarket Type1;25353664
NCA17;20,6;LF;0.045380404;Health and Hygiene;1.484.392;OUT013;1987;High;Tier 3;Supermarket Type1;17896704
FDT27;11395,0;Regular;0.069587171;Meat;2.346.616;OUT046;1997;Small;Tier 1;Supermarket Type1;4687232
FDR32;6,8;Regular;0.08573655;Fruits and Vegetables;2.295.694;OUT013;1987;High;Tier 3;Supermarket Type1;3425541
FDG41;8,8;Regular;0.076681143;Frozen Foods;1.107.228;OUT049;1999;Medium;Tier 1;Supermarket Type1;1657842
FDX25;16,7;LF;0.102055777;Canned;1.840.292;OUT046;1997;Small;Tier 1;Supermarket Type1;31012964
FDG56;13,3;Regular;0.071856726;Fruits and Vegetables;632.536;OUT017;2007;;Tier 2;Supermarket Type1;13475792
FDN16;12,6;Regular;0.063054947;Frozen Foods;102.399;OUT017;2007;;Tier 2;Supermarket Type1;2270378
FDD47;7,6;Regular;0.142383847;Starchy Foods;1.723.448;OUT035;2004;Small;Tier 2;Supermarket Type1;2556672
FDR12;12,6;Regular;0.03150851;Baking Goods;1.705.764;OUT013;1987;High;Tier 3;Supermarket Type1;37790808
FDS33;6,7;Regular;0.123620492;Snack Foods;900.514;OUT049;1999;Medium;Tier 1;Supermarket Type1;15053738
NCC55;10695,0;Low Fat;0.06375108;Household;367.848;OUT035;2004;Small;Tier 2;Supermarket Type1;7829808
FDA38;;Low Fat;0.04461205;Dairy;2.411.538;OUT019;1985;Small;Tier 1;Grocery Store;4807076
FDK44;16,6;Low Fat;0.122204371;Fruits and Vegetables;1.735.738;OUT035;2004;Small;Tier 2;Supermarket Type1;19115118
FDZ57;10,0;Regular;0.037764307;Snack Foods;1.272.994;OUT046;1997;Small;Tier 1;Supermarket Type1;642497
NCN14;19,1;Low Fat;0.092437711;Others;1.852.608;OUT017;2007;;Tier 2;Supermarket Type1;14700864
NCB06;17,6;Low Fat;0.137807013;Health and Hygiene;161.792;OUT010;1998;;Tier 3;Grocery Store;159792
DRL01;19,5;Regular;0.077292302;Soft Drinks;2.353.958;OUT049;1999;Medium;Tier 1;Supermarket Type1;63097866
FDU10;10,1;Regular;0.045763062;Snack Foods;384.848;OUT049;1999;Medium;Tier 1;Supermarket Type1;6338416
NCS38;8,6;Low Fat;0.090558833;Household;1.126.176;OUT018;2009;Medium;Tier 3;Supermarket Type2;30919752
FDQ16;19,7;LF;0.041703666;Frozen Foods;1.091.912;OUT013;1987;High;Tier 3;Supermarket Type1;1637868
FDS40;15,4;Low Fat;0.014098693;Frozen Foods;37.219;OUT017;2007;;Tier 2;Supermarket Type1;805618
FDE36;5,3;Regular;0.042008667;Baking Goods;1.626.868;OUT017;2007;;Tier 2;Supermarket Type1;37670964
FDV31;9,8;Low Fat;0.106933748;Fruits and Vegetables;175.337;OUT045;2002;;Tier 2;Supermarket Type1;529311
NCD42;16,5;Low Fat;0.012663476;Health and Hygiene;393.506;OUT045;2002;;Tier 2;Supermarket Type1;6451602
FDT20;10,5;LF;0.041387618;Fruits and Vegetables;401.164;OUT035;2004;Small;Tier 2;Supermarket Type1;8495608
NCN19;13,1;Low Fat;0.012148836;Others;191.353;OUT018;2009;Medium;Tier 3;Supermarket Type2;1328271
FDW21;;Regular;0.005935001;Snack Foods;988.358;OUT027;1985;Medium;Tier 3;Supermarket Type3;2010716
FDF34;9,3;Regular;0.014047825;Snack Foods;1.965.084;OUT045;2002;;Tier 2;Supermarket Type1;43649848
FDI28;14,3;Low Fat;0.026375082;Frozen Foods;796.302;OUT045;2002;;Tier 2;Supermarket Type1;792302
FDG44;;Low Fat;0;Fruits and Vegetables;557.298;OUT027;1985;Medium;Tier 3;Supermarket Type3;28043496
DRF60;10,8;low fat;0.052174319;Soft Drinks;2.403.564;OUT045;2002;;Tier 2;Supermarket Type1;42904152
FDQ36;;Regular;0;Baking Goods;381.848;OUT019;1985;Small;Tier 1;Grocery Store;372848
FDP34;12,9;LF;0.137786856;Snack Foods;157.763;OUT018;2009;Medium;Tier 3;Supermarket Type2;2659871
FDA20;6,8;Low Fat;0.066608487;Fruits and Vegetables;184.624;OUT035;2004;Small;Tier 2;Supermarket Type1;5406296
FDE41;9195,0;Regular;0.064002068;Frozen Foods;855.566;OUT035;2004;Small;Tier 2;Supermarket Type1;9301226
DRK47;7905,0;Low Fat;0.06406438;Hard Drinks;2.292.694;OUT046;1997;Small;Tier 1;Supermarket Type1;18269552
FDY10;17,6;Low Fat;0.049345425;Snack Foods;1.154.176;OUT017;2007;;Tier 2;Supermarket Type1;1145176
FDI02;15,7;Regular;0.11521312;Canned;1.120.202;OUT017;2007;;Tier 2;Supermarket Type1;31505656
FDE41;;reg;0;Frozen Foods;837.566;OUT019;1985;Small;Tier 1;Grocery Store;2536698
FDZ52;19,2;Low Fat;0.099991245;Frozen Foods;1.127.886;OUT013;1987;High;Tier 3;Supermarket Type1;17790176
FDG50;7405,0;Low Fat;0.015334003;Canned;927.146;OUT018;2009;Medium;Tier 3;Supermarket Type2;11857898
DRL01;19,5;Regular;0.129170642;Soft Drinks;2.339.958;OUT010;1998;;Tier 3;Grocery Store;4673916
FDV48;9195,0;Regular;0.051908824;Baking Goods;781.644;OUT017;2007;;Tier 2;Supermarket Type1;14141592
FDR48;11,7;Low Fat;0.131770922;Baking Goods;1.511.024;OUT045;2002;;Tier 2;Supermarket Type1;1518024
NCD54;21,1;Low Fat;0.028984804;Household;1.461.786;OUT013;1987;High;Tier 3;Supermarket Type1;30340506
NCT54;8695,0;Low Fat;0.120211747;Household;932.094;OUT017;2007;;Tier 2;Supermarket Type1;6664658
FDH02;7,3;Regular;0.02076385;Canned;890.488;OUT013;1987;High;Tier 3;Supermarket Type1;1810976
NCD43;8,9;Low Fat;0.016006626;Household;1.056.964;OUT013;1987;High;Tier 3;Supermarket Type1;2103928
FDE46;18,6;Low Fat;0.015766712;Snack Foods;1.529.366;OUT035;2004;Small;Tier 2;Supermarket Type1;16625026
NCO42;;Low Fat;0.024536199;Household;1.446.102;OUT027;1985;Medium;Tier 3;Supermarket Type3;37910652
FDR40;9,1;Regular;0.008046878;Frozen Foods;787.618;OUT049;1999;Medium;Tier 1;Supermarket Type1;402809
FDG24;7975,0;Low Fat;0.014653896;Baking Goods;82.425;OUT049;1999;Medium;Tier 1;Supermarket Type1;749025
NCO17;10,0;Low Fat;0.073794811;Health and Hygiene;121.444;OUT017;2007;;Tier 2;Supermarket Type1;2516724
FDF22;6865,0;Low Fat;0.056830682;Snack Foods;2.140.218;OUT046;1997;Small;Tier 1;Supermarket Type1;55567668
FDC59;16,7;Regular;0.054618573;Starchy Foods;655.168;OUT035;2004;Small;Tier 2;Supermarket Type1;10226688
NCY18;7285,0;Low Fat;0.052141447;Household;1.749.054;OUT010;1998;;Tier 3;Grocery Store;5253162
DRE48;8,4;Low Fat;0.017360867;Soft Drinks;1.962.768;OUT045;2002;;Tier 2;Supermarket Type1;15766144
FDV60;20,2;Regular;0.196438668;Baking Goods;194.611;OUT010;1998;;Tier 3;Grocery Store;392822
FDB56;8,8;Regular;0.074743226;Fruits and Vegetables;1.876.556;OUT049;1999;Medium;Tier 1;Supermarket Type1;52571568
FDL20;;Low Fat;0.127792701;Fruits and Vegetables;1.111.886;OUT027;1985;Medium;Tier 3;Supermarket Type3;4447544
NCZ53;;Low Fat;0.024358634;Health and Hygiene;1.904.214;OUT027;1985;Medium;Tier 3;Supermarket Type3;5652642
DRM35;9695,0;Low Fat;0.070431235;Hard Drinks;1.775.344;OUT035;2004;Small;Tier 2;Supermarket Type1;30333848
FDV16;7,8;Regular;0.082930699;Frozen Foods;352.558;OUT046;1997;Small;Tier 1;Supermarket Type1;7809834
FDY19;19,8;Low Fat;0.041330512;Fruits and Vegetables;1.158.466;OUT013;1987;High;Tier 3;Supermarket Type1;24747786
FDY12;9,8;Regular;0.235354055;Baking Goods;508.008;OUT010;1998;;Tier 3;Grocery Store;1012016
FDM15;11,8;Regular;0.057746382;Meat;1.524.366;OUT017;2007;;Tier 2;Supermarket Type1;39295516
FDP12;9,8;Regular;0.045337184;Baking Goods;368.874;OUT049;1999;Medium;Tier 1;Supermarket Type1;5645984
FDT21;7,4;Low Fat;0.020374875;Snack Foods;2.480.092;OUT013;1987;High;Tier 3;Supermarket Type1;1245046
DRE49;20,8;Low Fat;0.035568147;Soft Drinks;1.518.024;OUT010;1998;;Tier 3;Grocery Store;1518024
FDN16;12,6;Regular;0.062797771;Frozen Foods;103.999;OUT049;1999;Medium;Tier 1;Supermarket Type1;825592
FDE04;19,8;Regular;0.018096488;Frozen Foods;179.566;OUT018;2009;Medium;Tier 3;Supermarket Type2;2696
FDC51;10895,0;Regular;0.009613854;Dairy;122.973;OUT013;1987;High;Tier 3;Supermarket Type1;1232
FDO04;16,6;Low Fat;0.026645307;Frozen Foods;535.614;OUT018;2009;Medium;Tier 3;Supermarket Type2;9394438
FDD41;6765,0;Regular;0.087753682;Frozen Foods;1.053.306;OUT017;2007;;Tier 2;Supermarket Type1;2090612
FDI45;13,1;Low Fat;0.037657459;Fruits and Vegetables;1.758.054;OUT045;2002;;Tier 2;Supermarket Type1;28016864
NCB18;;Low Fat;0.041091215;Household;895.514;OUT027;1985;Medium;Tier 3;Supermarket Type3;33649532
FDW51;6155,0;Regular;0.095195306;Meat;213.956;OUT017;2007;;Tier 2;Supermarket Type1;2343616
NCK07;10,7;Low Fat;0.048686689;Others;1.641.526;OUT046;1997;Small;Tier 1;Supermarket Type1;18089786
FDZ45;;Low Fat;0.117091213;Snack Foods;1.979.084;OUT019;1985;Small;Tier 1;Grocery Store;992042
FDB37;20,3;Regular;0.022940826;Baking Goods;2.418.538;OUT046;1997;Small;Tier 1;Supermarket Type1;57684912
FDZ60;20,5;Low Fat;0.119339241;Baking Goods;1.060.596;OUT035;2004;Small;Tier 2;Supermarket Type1;9707364
FDN04;11,8;Regular;0.014075334;Frozen Foods;1.768.344;OUT013;1987;High;Tier 3;Supermarket Type1;3568688
FDW47;15,0;Low Fat;0.046336634;Breads;1.200.414;OUT013;1987;High;Tier 3;Supermarket Type1;35334006
FDB17;13,2;Low Fat;0.036641589;Frozen Foods;1.807.976;OUT013;1987;High;Tier 3;Supermarket Type1;61573184
FDR56;15,5;Regular;0.101176316;Fruits and Vegetables;1.989.768;OUT018;2009;Medium;Tier 3;Supermarket Type2;47298432
FDU55;;Low Fat;0.035737373;Fruits and Vegetables;2.606.278;OUT027;1985;Medium;Tier 3;Supermarket Type3;93718008
FDH40;11,6;Regular;0.079376029;Frozen Foods;817.276;OUT017;2007;;Tier 2;Supermarket Type1;19494624
FDH05;14,4;reg;0.091054989;Frozen Foods;2.318.984;OUT049;1999;Medium;Tier 1;Supermarket Type1;4633968
FDX58;13,2;LF;0.043852434;Snack Foods;182.695;OUT045;2002;;Tier 2;Supermarket Type1;4211185
FDC51;10895,0;Regular;0.009620042;Dairy;121.673;OUT035;2004;Small;Tier 2;Supermarket Type1;1970768
NCR05;10,1;Low Fat;0.054939848;Health and Hygiene;1.995.084;OUT017;2007;;Tier 2;Supermarket Type1;33729428
DRH25;18,7;Low Fat;0.014675574;Soft Drinks;508.324;OUT017;2007;;Tier 2;Supermarket Type1;9347832
NCR53;12,2;Low Fat;0.14526636;Health and Hygiene;2.240.404;OUT049;1999;Medium;Tier 1;Supermarket Type1;3375606
FDS04;10195,0;Regular;0.146662938;Frozen Foods;1.386.838;OUT046;1997;Small;Tier 1;Supermarket Type1;23882246
FDC03;8575,0;Regular;0.071786706;Dairy;1.933.794;OUT013;1987;High;Tier 3;Supermarket Type1;7803176
FDP44;16,5;Regular;0.133424184;Fruits and Vegetables;1.022.332;OUT010;1998;;Tier 3;Grocery Store;1025332
FDK16;9065,0;Low Fat;0.115799592;Frozen Foods;953.094;OUT018;2009;Medium;Tier 3;Supermarket Type2;17137692
NCC30;16,6;Low Fat;0.027579198;Household;1.787.344;OUT046;1997;Small;Tier 1;Supermarket Type1;16059096
FDZ26;11,6;Regular;0.241055611;Dairy;2.385.222;OUT010;1998;;Tier 3;Grocery Store;7170666
NCO54;19,5;Low Fat;0.014332439;Household;571.614;OUT018;2009;Medium;Tier 3;Supermarket Type2;1381535
NCP41;16,6;Low Fat;0.027133398;Health and Hygiene;1.062.596;OUT010;1998;;Tier 3;Grocery Store;2157192
DRE27;11,9;Low Fat;0.132876847;Dairy;980.726;OUT049;1999;Medium;Tier 1;Supermarket Type1;10765986
FDQ10;12,9;Low Fat;0.03315162;Snack Foods;1.706.422;OUT013;1987;High;Tier 3;Supermarket Type1;29315174
NCU42;9,0;Low Fat;0.019536981;Household;1.700.474;OUT049;1999;Medium;Tier 1;Supermarket Type1;4211185
FDX43;5655,0;Low Fat;0.085258864;Fruits and Vegetables;165.85;OUT035;2004;Small;Tier 2;Supermarket Type1;1831
NCD19;8,9;Low Fat;0.013179388;Household;551.614;OUT046;1997;Small;Tier 1;Supermarket Type1;9394438
NCI54;15,2;Low Fat;0.033592687;Household;1.081.912;OUT035;2004;Small;Tier 2;Supermarket Type1;18562504
FDS37;7655,0;Low Fat;0.05346916;Canned;1.141.492;OUT010;1998;;Tier 3;Grocery Store;1158492
FDO25;;Low Fat;0.126831854;Canned;209.027;OUT027;1985;Medium;Tier 3;Supermarket Type3;4613994
FDS57;15,5;Low Fat;0.103603094;Snack Foods;143.547;OUT049;1999;Medium;Tier 1;Supermarket Type1;1431
FDI52;18,7;Low Fat;0.104840884;Frozen Foods;1.221.072;OUT049;1999;Medium;Tier 1;Supermarket Type1;4900288
DRK12;9,5;Low Fat;0.042056944;Soft Drinks;31.89;OUT018;2009;Medium;Tier 3;Supermarket Type2;366
FDG40;13,7;Low Fat;0.040049609;Frozen Foods;344.558;OUT017;2007;;Tier 2;Supermarket Type1;6112044
FDU49;19,5;Regular;0.03075661;Canned;86.254;OUT045;2002;;Tier 2;Supermarket Type1;2164
FDR49;8,7;Low Fat;0;Canned;465.376;OUT013;1987;High;Tier 3;Supermarket Type1;5752512
FDF40;;Regular;0.03941584;Dairy;2.478.092;OUT019;1985;Small;Tier 1;Grocery Store;4980184
DRE03;19,6;Low Fat;0.024363939;Dairy;463.718;OUT017;2007;;Tier 2;Supermarket Type1;6618052
FDR55;;Regular;0.131443921;Fruits and Vegetables;1.891.872;OUT027;1985;Medium;Tier 3;Supermarket Type3;52944416
NCU05;11,8;Low Fat;0.058725131;Health and Hygiene;823.618;OUT035;2004;Small;Tier 2;Supermarket Type1;1208427
FDR36;6715,0;reg;0.122274118;Baking Goods;403.454;OUT017;2007;;Tier 2;Supermarket Type1;838908
NCM30;19,1;LF;0.067239404;Household;396.796;OUT013;1987;High;Tier 3;Supermarket Type1;6604736
FDH24;20,7;Low Fat;0.021464454;Baking Goods;1.566.288;OUT049;1999;Medium;Tier 1;Supermarket Type1;3928
DRO47;10195,0;Low Fat;0.112681821;Hard Drinks;113.986;OUT018;2009;Medium;Tier 3;Supermarket Type2;452744
FDQ49;20,2;Regular;0.039469737;Breakfast;155.163;OUT017;2007;;Tier 2;Supermarket Type1;782315
DRJ37;10,8;Low Fat;0.061101383;Soft Drinks;1.519.024;OUT046;1997;Small;Tier 1;Supermarket Type1;25806408
NCJ42;19,8;Low Fat;0.014359584;Household;1.008.332;OUT018;2009;Medium;Tier 3;Supermarket Type2;1537998
FDD05;19,4;Low Fat;0.016637301;Frozen Foods;1.209.098;OUT049;1999;Medium;Tier 1;Supermarket Type1;16871372
FDC39;7405,0;Low Fat;0.159843921;Dairy;2.066.296;OUT018;2009;Medium;Tier 3;Supermarket Type2;3115944
NCY06;15,3;Low Fat;0.061308889;Household;1.288.968;OUT045;2002;;Tier 2;Supermarket Type1;23489424
NCS06;;Low Fat;0.055566935;Household;263.591;OUT019;1985;Small;Tier 1;Grocery Store;262991
FDE16;8895,0;Low Fat;0.026397141;Frozen Foods;2.078.954;OUT045;2002;;Tier 2;Supermarket Type1;35427218
NCQ50;18,8;Low Fat;0.034307348;Household;2.152.218;OUT046;1997;Small;Tier 1;Supermarket Type1;47018796
FDX50;20,1;Low Fat;0.074627201;Dairy;1.103.228;OUT046;1997;Small;Tier 1;Supermarket Type1;17683648
NCL41;12,4;Low Fat;0.041973712;Health and Hygiene;357.216;OUT017;2007;;Tier 2;Supermarket Type1;519324
FDM58;16,9;Regular;0.080015028;Snack Foods;1.118.544;OUT018;2009;Medium;Tier 3;Supermarket Type2;1677816
FDH35;18,3;Low Fat;0.10084386;Starchy Foods;1.663.526;OUT010;1998;;Tier 3;Grocery Store;1644526
FDS50;17,0;Low Fat;0.055519561;Dairy;2.198.114;OUT049;1999;Medium;Tier 1;Supermarket Type1;1108557
FDT09;;Regular;0.012203915;Snack Foods;1.332.284;OUT027;1985;Medium;Tier 3;Supermarket Type3;43503372
FDR60;14,3;Low Fat;0.130946374;Baking Goods;767.328;OUT018;2009;Medium;Tier 3;Supermarket Type2;13129576
FDG22;17,6;Regular;0.041381156;Snack Foods;35.019;OUT046;1997;Small;Tier 1;Supermarket Type1;659142
FDL52;;Regular;0.04586701;Frozen Foods;379.506;OUT027;1985;Medium;Tier 3;Supermarket Type3;9108144
DRJ39;20,3;Low Fat;0.036474041;Dairy;2.183.482;OUT018;2009;Medium;Tier 3;Supermarket Type2;24095302
FDW45;18,0;Low Fat;0.039231652;Snack Foods;1.451.418;OUT017;2007;;Tier 2;Supermarket Type1;26485524
NCQ38;16,4;Low Fat;0.013393537;Others;106.028;OUT045;2002;;Tier 2;Supermarket Type1;1065
FDB26;14,0;reg;0.031444357;Canned;53.764;OUT017;2007;;Tier 2;Supermarket Type1;799
DRG48;5,8;Low Fat;0.014555066;Soft Drinks;1.452.102;OUT046;1997;Small;Tier 1;Supermarket Type1;30620142
FDH10;21,0;Low Fat;0.082526478;Snack Foods;1.918.478;OUT010;1998;;Tier 3;Grocery Store;7749912
FDP28;13,7;Regular;0.080765853;Frozen Foods;2.628.936;OUT049;1999;Medium;Tier 1;Supermarket Type1;49588784
FDJ44;12,3;Regular;0.17797002;Fruits and Vegetables;1.731.396;OUT010;1998;;Tier 3;Grocery Store;6977584
FDI07;12,4;reg;0.03382933;Meat;1.969.426;OUT045;2002;;Tier 2;Supermarket Type1;27683964
DRJ24;11,8;Low Fat;0.11397026;Soft Drinks;1.851.924;OUT017;2007;;Tier 2;Supermarket Type1;25912936
DRL47;19,7;Low Fat;0.038729457;Hard Drinks;1.273.362;OUT035;2004;Small;Tier 2;Supermarket Type1;7550172
FDP38;10,1;Low Fat;0.032075379;Canned;509.008;OUT013;1987;High;Tier 3;Supermarket Type1;3542056
FDK02;;Low Fat;0.196490902;Canned;120.544;OUT019;1985;Small;Tier 1;Grocery Store;479376
FDO23;17,9;Low Fat;0.146305498;Breads;941.436;OUT013;1987;High;Tier 3;Supermarket Type1;16072412
NCE54;20,7;Low Fat;0.026877471;Household;746.354;OUT013;1987;High;Tier 3;Supermarket Type1;10532956
FDS52;8,9;low fat;0.005474515;Frozen Foods;997.016;OUT046;1997;Small;Tier 1;Supermarket Type1;19228304
FDW01;14,5;Low Fat;0.064048405;Canned;1.534.682;OUT035;2004;Small;Tier 2;Supermarket Type1;16771502
NCF07;9,0;Low Fat;0.032203667;Household;1.008.016;OUT017;2007;;Tier 2;Supermarket Type1;11132176
DRE15;13,4;Low Fat;0.017857847;Dairy;775.012;OUT018;2009;Medium;Tier 3;Supermarket Type2;1518024
FDR58;6675,0;Low Fat;0.041921462;Snack Foods;923.462;OUT046;1997;Small;Tier 1;Supermarket Type1;24062012
FDL24;10,3;Regular;0.024875871;Baking Goods;1.730.422;OUT013;1987;High;Tier 3;Supermarket Type1;20693064
FDQ25;;Regular;0.028139761;Canned;1.737.422;OUT027;1985;Medium;Tier 3;Supermarket Type3;36212862
FDX56;17,1;Regular;0.073997843;Fruits and Vegetables;2.070.638;OUT013;1987;High;Tier 3;Supermarket Type1;49695312
FDD20;14,2;LF;0.020798905;Fruits and Vegetables;1.236.046;OUT018;2009;Medium;Tier 3;Supermarket Type2;1245046
DRF60;10,8;Low Fat;0.052363244;Soft Drinks;2.365.564;OUT017;2007;;Tier 2;Supermarket Type1;52438408
FDW13;8,5;Low Fat;0.098283459;Canned;513.324;OUT018;2009;Medium;Tier 3;Supermarket Type2;9347832
FDF09;6215,0;Low Fat;0.012138795;Fruits and Vegetables;392.848;OUT013;1987;High;Tier 3;Supermarket Type1;5219872
FDY45;17,5;Low Fat;0;Snack Foods;2.530.356;OUT035;2004;Small;Tier 2;Supermarket Type1;45780408
FDR26;20,7;Low Fat;0.042923652;Dairy;1.783.028;OUT045;2002;;Tier 2;Supermarket Type1;10626168
FDZ01;8975,0;Regular;0.009058845;Canned;103.399;OUT046;1997;Small;Tier 1;Supermarket Type1;2579975
FDH53;20,5;Regular;0.032136417;Frozen Foods;839.592;OUT010;1998;;Tier 3;Grocery Store;1651184
FDG52;13,7;Low Fat;0.065898197;Frozen Foods;461.402;OUT018;2009;Medium;Tier 3;Supermarket Type2;459402
FDW50;13,1;Low Fat;0.075731322;Dairy;1.675.158;OUT045;2002;;Tier 2;Supermarket Type1;15040422
FDX49;4615,0;Regular;0.101812521;Canned;232.23;OUT035;2004;Small;Tier 2;Supermarket Type1;5127
FDJ44;12,3;Regular;0.106327251;Fruits and Vegetables;1.728.396;OUT046;1997;Small;Tier 1;Supermarket Type1;2616594
NCI31;;Low Fat;0.080933328;Others;37.519;OUT027;1985;Medium;Tier 3;Supermarket Type3;842237
FDZ52;19,2;Low Fat;0.100055601;Frozen Foods;1.124.886;OUT035;2004;Small;Tier 2;Supermarket Type1;12230746
FDE17;20,1;Regular;0.054540159;Frozen Foods;1.521.366;OUT049;1999;Medium;Tier 1;Supermarket Type1;755683
FDG34;11,5;Regular;0.037723476;Snack Foods;1.095.254;OUT018;2009;Medium;Tier 3;Supermarket Type2;19534572
FDE26;9,3;Low Fat;0.14897741;Canned;1.430.786;OUT010;1998;;Tier 3;Grocery Store;2889572
FDD56;15,2;Regular;0.104201019;Fruits and Vegetables;1.765.054;OUT018;2009;Medium;Tier 3;Supermarket Type2;29767918
FDR52;12,7;Regular;0.076198809;Frozen Foods;1.913.846;OUT045;2002;;Tier 2;Supermarket Type1;26751844
FDQ13;11,1;LF;0.010639596;Canned;841.908;OUT035;2004;Small;Tier 2;Supermarket Type1;7550172
NCJ42;;Low Fat;0.025039776;Household;1.027.332;OUT019;1985;Small;Tier 1;Grocery Store;4101328
FDH10;;Low Fat;0.086326707;Snack Foods;1.926.478;OUT019;1985;Small;Tier 1;Grocery Store;3874956
NCG42;19,2;Low Fat;0.041220035;Household;131.231;OUT035;2004;Small;Tier 2;Supermarket Type1;3635268
FDT31;19,8;Low Fat;0.01247354;Fruits and Vegetables;1.875.872;OUT045;2002;;Tier 2;Supermarket Type1;13236104
DRD25;6135,0;Low Fat;0.079132212;Soft Drinks;112.686;OUT045;2002;;Tier 2;Supermarket Type1;2942836
FDR35;12,5;Low Fat;0.020693809;Breads;1.991.742;OUT035;2004;Small;Tier 2;Supermarket Type1;43796324
FDL33;7235,0;Low Fat;0.10016525;Snack Foods;1.939.452;OUT045;2002;;Tier 2;Supermarket Type1;2936178
FDT45;15,9;Low Fat;0.057302606;Snack Foods;533.956;OUT035;2004;Small;Tier 2;Supermarket Type1;6005516
FDT16;9895,0;Regular;0.048761046;Frozen Foods;2.605.278;OUT045;2002;;Tier 2;Supermarket Type1;88511452
DRE49;20,8;Low Fat;0;Soft Drinks;1.530.024;OUT035;2004;Small;Tier 2;Supermarket Type1;24288384
DRF60;10,8;Low Fat;0.052149675;Soft Drinks;2.399.564;OUT049;1999;Medium;Tier 1;Supermarket Type1;38137024
NCB54;8,8;Low Fat;0.050130529;Health and Hygiene;1.283.336;OUT049;1999;Medium;Tier 1;Supermarket Type1;2556672
